Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2021Q1,,S08000022,,S08000022,d,All Day cases,,2,,575,0,0,,533,0,0,
2021Q2,,S08000022,,S08000022,d,All Day cases,,2,,705,0,0,,655,0,0,
2021Q3,p,S08000022,,S08000022,d,All Day cases,,2,,668,0,0,,625,0,0,
2016Q3,,S08000022,,S08000022,d,All Day cases,,3,,1268,0,0,,1245,0,0,
2016Q4,,S08000022,,S08000022,d,All Day cases,,3,,1126,0,0,,1102,0,0,
2017Q1,,S08000022,,S08000022,d,All Day cases,,3,,1331,0,0,,1306,0,0,
2017Q2,,S08000022,,S08000022,d,All Day cases,,3,,1323,0,0,,1290,0,0,
2017Q3,,S08000022,,S08000022,d,All Day cases,,3,,1533,0,0,,1463,0,0,
2017Q4,,S08000022,,S08000022,d,All Day cases,,3,,1434,0,0,,1355,0,0,
2018Q1,,S08000022,,S08000022,d,All Day cases,,3,,1553,0,0,,1481,0,0,
2018Q2,,S08000022,,S08000022,d,All Day cases,,3,,1670,0,0,,1609,0,0,
2018Q3,,S08000022,,S08000022,d,All Day cases,,3,,1494,0,0,,1410,0,0,
2018Q4,,S08000022,,S08000022,d,All Day cases,,3,,1715,0,0,,1606,5,0.00311332503113325,
2019Q1,,S08000022,,S08000022,d,All Day cases,,3,,1852,0,0,,1724,5,0.00290023201856148,
2019Q2,,S08000022,,S08000022,d,All Day cases,,3,,1748,0,0,,1613,0,0,
2019Q3,,S08000022,,S08000022,d,All Day cases,,3,,1696,0,0,,1568,0,0,
2019Q4,,S08000022,,S08000022,d,All Day cases,,3,,1816,0,0,,1688,0,0,
2020Q1,,S08000022,,S08000022,d,All Day cases,,3,,1616,0,0,,1491,0,0,
2020Q2,,S08000022,,S08000022,d,All Day cases,,3,,728,0,0,,685,0,0,
2020Q3,,S08000022,,S08000022,d,All Day cases,,3,,1487,0,0,,1406,0,0,
2020Q4,,S08000022,,S08000022,d,All Day cases,,3,,1419,0,0,,1337,0,0,
2021Q1,,S08000022,,S08000022,d,All Day cases,,3,,1155,0,0,,1084,0,0,
2021Q2,,S08000022,,S08000022,d,All Day cases,,3,,1473,0,0,,1357,0,0,
2021Q3,p,S08000022,,S08000022,d,All Day cases,,3,,1390,0,0,,1308,0,0,
2016Q3,,S08000022,,S08000022,d,All Day cases,,4,,1146,0,0,,1138,0,0,
2016Q4,,S08000022,,S08000022,d,All Day cases,,4,,1093,0,0,,1083,0,0,
2017Q1,,S08000022,,S08000022,d,All Day cases,,4,,1023,0,0,,1005,0,0,
2017Q2,,S08000022,,S08000022,d,All Day cases,,4,,1016,0,0,,990,0,0,
2017Q3,,S08000022,,S08000022,d,All Day cases,,4,,1255,0,0,,1198,0,0,
2017Q4,,S08000022,,S08000022,d,All Day cases,,4,,1263,0,0,,1206,0,0,
2018Q1,,S08000022,,S08000022,d,All Day cases,,4,,1272,0,0,,1210,0,0,
2018Q2,,S08000022,,S08000022,d,All Day cases,,4,,1394,0,0,,1343,0,0,
2018Q3,,S08000022,,S08000022,d,All Day cases,,4,,1410,0,0,,1347,0,0,
2018Q4,,S08000022,,S08000022,d,All Day cases,,4,,1428,0,0,,1321,5,0.00378501135503407,
2019Q1,,S08000022,,S08000022,d,All Day cases,,4,,1593,0,0,,1460,5,0.00342465753424658,
2019Q2,,S08000022,,S08000022,d,All Day cases,,4,,1616,0,0,,1472,0,0,
2019Q3,,S08000022,,S08000022,d,All Day cases,,4,,1543,0,0,,1444,0,0,
2019Q4,,S08000022,,S08000022,d,All Day cases,,4,,1478,0,0,,1361,0,0,
2020Q1,,S08000022,,S08000022,d,All Day cases,,4,,1395,0,0,,1292,0,0,
2020Q2,,S08000022,,S08000022,d,All Day cases,,4,,610,0,0,,580,0,0,
2020Q3,,S08000022,,S08000022,d,All Day cases,,4,,1031,0,0,,971,0,0,
2020Q4,,S08000022,,S08000022,d,All Day cases,,4,,1144,0,0,,1088,0,0,
2021Q1,,S08000022,,S08000022,d,All Day cases,,4,,977,0,0,,907,0,0,
2021Q2,,S08000022,,S08000022,d,All Day cases,,4,,1243,0,0,,1138,0,0,
2021Q3,p,S08000022,,S08000022,d,All Day cases,,4,,1172,0,0,,1081,0,0,
2016Q3,,S08000022,,S08000022,d,All Day cases,,5,,362,0,0,,357,0,0,
2016Q4,,S08000022,,S08000022,d,All Day cases,,5,,291,0,0,,287,0,0,
2017Q1,,S08000022,,S08000022,d,All Day cases,,5,,273,0,0,,269,0,0,
2017Q2,,S08000022,,S08000022,d,All Day cases,,5,,244,0,0,,240,0,0,
2017Q3,,S08000022,,S08000022,d,All Day cases,,5,,335,0,0,,316,0,0,
2017Q4,,S08000022,,S08000022,d,All Day cases,,5,,365,0,0,,342,0,0,
2018Q1,,S08000022,,S08000022,d,All Day cases,,5,,417,0,0,,393,0,0,
2018Q2,,S08000022,,S08000022,d,All Day cases,,5,,419,0,0,,407,0,0,
2018Q3,,S08000022,,S08000022,d,All Day cases,,5,,360,0,0,,345,0,0,
2018Q4,,S08000022,,S08000022,d,All Day cases,,5,,373,0,0,,342,0,0,
2019Q1,,S08000022,,S08000022,d,All Day cases,,5,,411,0,0,,372,0,0,
2019Q2,,S08000022,,S08000022,d,All Day cases,,5,,451,0,0,,405,0,0,
2019Q3,,S08000022,,S08000022,d,All Day cases,,5,,426,0,0,,402,0,0,
2019Q4,,S08000022,,S08000022,d,All Day cases,,5,,457,0,0,,431,0,0,
2020Q1,,S08000022,,S08000022,d,All Day cases,,5,,383,0,0,,359,0,0,
2020Q2,,S08000022,,S08000022,d,All Day cases,,5,,213,0,0,,202,0,0,
2020Q3,,S08000022,,S08000022,d,All Day cases,,5,,326,0,0,,311,0,0,
2020Q4,,S08000022,,S08000022,d,All Day cases,,5,,356,0,0,,341,0,0,
2021Q1,,S08000022,,S08000022,d,All Day cases,,5,,276,0,0,,264,0,0,
2021Q2,,S08000022,,S08000022,d,All Day cases,,5,,351,0,0,,328,0,0,
2021Q3,p,S08000022,,S08000022,d,All Day cases,,5,,321,0,0,,302,0,0,
2016Q3,,S08000022,,S08000022,d,All Day cases,, ,:,0,0, ,z,0,0, ,z
2017Q2,,S08000022,,S08000022,d,All Day cases,, ,:,5,0,0,,0,0, ,z
2017Q3,,S08000022,,S08000022,d,All Day cases,, ,:,5,0,0,,5,0,0,
2017Q4,,S08000022,,S08000022,d,All Day cases,, ,:,5,0,0,,5,0,0,
2018Q1,,S08000022,,S08000022,d,All Day cases,, ,:,10,0,0,,10,0,0,
2018Q2,,S08000022,,S08000022,d,All Day cases,, ,:,15,0,0,,13,0,0,
2018Q3,,S08000022,,S08000022,d,All Day cases,, ,:,20,0,0,,15,0,0,
2018Q4,,S08000022,,S08000022,d,All Day cases,, ,:,18,0,0,,14,0,0,
2019Q1,,S08000022,,S08000022,d,All Day cases,, ,:,15,0,0,,5,0,0,
2019Q2,,S08000022,,S08000022,d,All Day cases,, ,:,28,0,0,,19,0,0,
2019Q3,,S08000022,,S08000022,d,All Day cases,, ,:,25,0,0,,10,0,0,
2019Q4,,S08000022,,S08000022,d,All Day cases,, ,:,15,0,0,,5,0,0,
2020Q1,,S08000022,,S08000022,d,All Day cases,, ,:,10,0,0,,5,0,0,
2020Q2,,S08000022,,S08000022,d,All Day cases,, ,:,0,0, ,z,0,0, ,z
2020Q3,,S08000022,,S08000022,d,All Day cases,, ,:,5,0,0,,5,0,0,
2020Q4,,S08000022,,S08000022,d,All Day cases,, ,:,5,0,0,,5,0,0,
2021Q1,,S08000022,,S08000022,d,All Day cases,, ,:,5,0,0,,0,0, ,z
2021Q2,,S08000022,,S08000022,d,All Day cases,, ,:,5,0,0,,5,0,0,
2021Q3,p,S08000022,,S08000022,d,All Day cases,, ,:,25,0,0,,15,0,0,
2016Q3,,S08000022,,H202H,,All Day cases,,1,,169,0,0,,166,0,0,
2016Q4,,S08000022,,H202H,,All Day cases,,1,,189,0,0,,188,0,0,
2017Q1,,S08000022,,H202H,,All Day cases,,1,,256,0,0,,254,0,0,
2017Q2,,S08000022,,H202H,,All Day cases,,1,,296,0,0,,291,0,0,
2017Q3,,S08000022,,H202H,,All Day cases,,1,,352,0,0,,338,0,0,
2017Q4,,S08000022,,H202H,,All Day cases,,1,,306,0,0,,281,0,0,
2018Q1,,S08000022,,H202H,,All Day cases,,1,,275,0,0,,251,0,0,
2018Q2,,S08000022,,H202H,,All Day cases,,1,,343,0,0,,324,0,0,
2018Q3,,S08000022,,H202H,,All Day cases,,1,,340,0,0,,321,0,0,
2018Q4,,S08000022,,H202H,,All Day cases,,1,,334,0,0,,299,0,0,
2019Q1,,S08000022,,H202H,,All Day cases,,1,,373,0,0,,345,0,0,
2019Q2,,S08000022,,H202H,,All Day cases,,1,,387,0,0,,340,0,0,
2019Q3,,S08000022,,H202H,,All Day cases,,1,,400,0,0,,349,0,0,
2019Q4,,S08000022,,H202H,,All Day cases,,1,,429,0,0,,389,0,0,
2020Q1,,S08000022,,H202H,,All Day cases,,1,,364,0,0,,326,0,0,
2020Q2,,S08000022,,H202H,,All Day cases,,1,,181,0,0,,172,0,0,
2020Q3,,S08000022,,H202H,,All Day cases,,1,,249,0,0,,235,0,0,
2020Q4,,S08000022,,H202H,,All Day cases,,1,,238,0,0,,218,0,0,
2021Q1,,S08000022,,H202H,,All Day cases,,1,,230,0,0,,202,0,0,
2021Q2,,S08000022,,H202H,,All Day cases,,1,,244,0,0,,212,0,0,
2021Q3,p,S08000022,,H202H,,All Day cases,,1,,264,0,0,,232,0,0,
2016Q3,,S08000022,,H202H,,All Day cases,,2,,578,0,0,,571,0,0,
2016Q4,,S08000022,,H202H,,All Day cases,,2,,557,0,0,,549,0,0,
2017Q1,,S08000022,,H202H,,All Day cases,,2,,542,0,0,,533,0,0,
2017Q2,,S08000022,,H202H,,All Day cases,,2,,513,0,0,,504,0,0,
2017Q3,,S08000022,,H202H,,All Day cases,,2,,643,0,0,,617,0,0,
2017Q4,,S08000022,,H202H,,All Day cases,,2,,672,0,0,,638,0,0,
2018Q1,,S08000022,,H202H,,All Day cases,,2,,625,0,0,,578,0,0,
2018Q2,,S08000022,,H202H,,All Day cases,,2,,659,0,0,,626,0,0,
2018Q3,,S08000022,,H202H,,All Day cases,,2,,659,0,0,,603,0,0,
2018Q4,,S08000022,,H202H,,All Day cases,,2,,701,0,0,,649,0,0,
2019Q1,,S08000022,,H202H,,All Day cases,,2,,764,0,0,,683,0,0,
2019Q2,,S08000022,,H202H,,All Day cases,,2,,664,0,0,,601,0,0,
2019Q3,,S08000022,,H202H,,All Day cases,,2,,679,0,0,,613,0,0,
2019Q4,,S08000022,,H202H,,All Day cases,,2,,699,0,0,,634,0,0,
2020Q1,,S08000022,,H202H,,All Day cases,,2,,584,0,0,,513,0,0,
2020Q2,,S08000022,,H202H,,All Day cases,,2,,290,0,0,,275,0,0,
2020Q3,,S08000022,,H202H,,All Day cases,,2,,457,0,0,,434,0,0,
2020Q4,,S08000022,,H202H,,All Day cases,,2,,417,0,0,,396,0,0,
2021Q1,,S08000022,,H202H,,All Day cases,,2,,394,0,0,,364,0,0,
2021Q2,,S08000022,,H202H,,All Day cases,,2,,510,0,0,,467,0,0,
2021Q3,p,S08000022,,H202H,,All Day cases,,2,,475,0,0,,439,0,0,
2016Q3,,S08000022,,H202H,,All Day cases,,3,,997,0,0,,979,0,0,
2016Q4,,S08000022,,H202H,,All Day cases,,3,,838,0,0,,825,0,0,
2017Q1,,S08000022,,H202H,,All Day cases,,3,,1011,0,0,,1000,0,0,
2017Q2,,S08000022,,H202H,,All Day cases,,3,,1010,0,0,,987,0,0,
2017Q3,,S08000022,,H202H,,All Day cases,,3,,1191,0,0,,1149,0,0,
2017Q4,,S08000022,,H202H,,All Day cases,,3,,1111,0,0,,1045,0,0,
2018Q1,,S08000022,,H202H,,All Day cases,,3,,1181,0,0,,1115,0,0,
2018Q2,,S08000022,,H202H,,All Day cases,,3,,1251,0,0,,1204,0,0,
2018Q3,,S08000022,,H202H,,All Day cases,,3,,1149,0,0,,1078,0,0,
2018Q4,,S08000022,,H202H,,All Day cases,,3,,1358,0,0,,1269,5,0.00394011032308905,
2019Q1,,S08000022,,H202H,,All Day cases,,3,,1512,0,0,,1392,5,0.00359195402298851,
2019Q2,,S08000022,,H202H,,All Day cases,,3,,1460,0,0,,1331,0,0,
2019Q3,,S08000022,,H202H,,All Day cases,,3,,1303,0,0,,1192,0,0,
2019Q4,,S08000022,,H202H,,All Day cases,,3,,1395,0,0,,1280,0,0,
2020Q1,,S08000022,,H202H,,All Day cases,,3,,1245,0,0,,1134,0,0,
2020Q2,,S08000022,,H202H,,All Day cases,,3,,553,0,0,,524,0,0,
2020Q3,,S08000022,,H202H,,All Day cases,,3,,992,0,0,,946,0,0,
2020Q4,,S08000022,,H202H,,All Day cases,,3,,961,0,0,,905,0,0,
2021Q1,,S08000022,,H202H,,All Day cases,,3,,827,0,0,,781,0,0,
2021Q2,,S08000022,,H202H,,All Day cases,,3,,1062,0,0,,963,0,0,
2021Q3,p,S08000022,,H202H,,All Day cases,,3,,1042,0,0,,969,0,0,
2016Q3,,S08000022,,H202H,,All Day cases,,4,,883,0,0,,878,0,0,
2016Q4,,S08000022,,H202H,,All Day cases,,4,,888,0,0,,884,0,0,
2017Q1,,S08000022,,H202H,,All Day cases,,4,,780,0,0,,769,0,0,
2017Q2,,S08000022,,H202H,,All Day cases,,4,,843,0,0,,820,0,0,
2017Q3,,S08000022,,H202H,,All Day cases,,4,,1037,0,0,,996,0,0,
2017Q4,,S08000022,,H202H,,All Day cases,,4,,1057,0,0,,1005,0,0,
2018Q1,,S08000022,,H202H,,All Day cases,,4,,1025,0,0,,967,0,0,
2018Q2,,S08000022,,H202H,,All Day cases,,4,,1126,0,0,,1082,0,0,
2018Q3,,S08000022,,H202H,,All Day cases,,4,,1173,0,0,,1120,0,0,
2018Q4,,S08000022,,H202H,,All Day cases,,4,,1200,0,0,,1098,5,0.00455373406193078,
2019Q1,,S08000022,,H202H,,All Day cases,,4,,1350,0,0,,1224,5,0.00408496732026144,
2019Q2,,S08000022,,H202H,,All Day cases,,4,,1388,0,0,,1248,0,0,
2019Q3,,S08000022,,H202H,,All Day cases,,4,,1291,0,0,,1197,0,0,
2019Q4,,S08000022,,H202H,,All Day cases,,4,,1240,0,0,,1132,0,0,
2020Q1,,S08000022,,H202H,,All Day cases,,4,,1193,0,0,,1097,0,0,
2020Q2,,S08000022,,H202H,,All Day cases,,4,,540,0,0,,516,0,0,
2020Q3,,S08000022,,H202H,,All Day cases,,4,,785,0,0,,741,0,0,
2020Q4,,S08000022,,H202H,,All Day cases,,4,,850,0,0,,808,0,0,
2021Q1,,S08000022,,H202H,,All Day cases,,4,,750,0,0,,694,0,0,
2021Q2,,S08000022,,H202H,,All Day cases,,4,,1002,0,0,,909,0,0,
2021Q3,p,S08000022,,H202H,,All Day cases,,4,,915,0,0,,829,0,0,
2016Q3,,S08000022,,H202H,,All Day cases,,5,,333,0,0,,329,0,0,
2016Q4,,S08000022,,H202H,,All Day cases,,5,,265,0,0,,263,0,0,
2017Q1,,S08000022,,H202H,,All Day cases,,5,,263,0,0,,259,0,0,
2017Q2,,S08000022,,H202H,,All Day cases,,5,,223,0,0,,220,0,0,
2017Q3,,S08000022,,H202H,,All Day cases,,5,,311,0,0,,296,0,0,
2017Q4,,S08000022,,H202H,,All Day cases,,5,,338,0,0,,321,0,0,
2018Q1,,S08000022,,H202H,,All Day cases,,5,,367,0,0,,344,0,0,
2018Q2,,S08000022,,H202H,,All Day cases,,5,,382,0,0,,372,0,0,
2018Q3,,S08000022,,H202H,,All Day cases,,5,,340,0,0,,326,0,0,
2018Q4,,S08000022,,H202H,,All Day cases,,5,,347,0,0,,320,0,0,
2019Q1,,S08000022,,H202H,,All Day cases,,5,,387,0,0,,348,0,0,
2019Q2,,S08000022,,H202H,,All Day cases,,5,,430,0,0,,385,0,0,
2019Q3,,S08000022,,H202H,,All Day cases,,5,,402,0,0,,380,0,0,
2019Q4,,S08000022,,H202H,,All Day cases,,5,,425,0,0,,400,0,0,
2020Q1,,S08000022,,H202H,,All Day cases,,5,,369,0,0,,346,0,0,
2020Q2,,S08000022,,H202H,,All Day cases,,5,,210,0,0,,200,0,0,
2020Q3,,S08000022,,H202H,,All Day cases,,5,,312,0,0,,299,0,0,
2020Q4,,S08000022,,H202H,,All Day cases,,5,,337,0,0,,324,0,0,
2021Q1,,S08000022,,H202H,,All Day cases,,5,,259,0,0,,249,0,0,
2021Q2,,S08000022,,H202H,,All Day cases,,5,,327,0,0,,304,0,0,
2021Q3,p,S08000022,,H202H,,All Day cases,,5,,299,0,0,,280,0,0,
2016Q3,,S08000022,,H202H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2017Q2,,S08000022,,H202H,,All Day cases,, ,:,5,0,0,,0,0, ,z
2017Q3,,S08000022,,H202H,,All Day cases,, ,:,5,0,0,,5,0,0,
2017Q4,,S08000022,,H202H,,All Day cases,, ,:,5,0,0,,5,0,0,
2018Q1,,S08000022,,H202H,,All Day cases,, ,:,10,0,0,,10,0,0,
2018Q2,,S08000022,,H202H,,All Day cases,, ,:,15,0,0,,10,0,0,
2018Q3,,S08000022,,H202H,,All Day cases,, ,:,20,0,0,,15,0,0,
2018Q4,,S08000022,,H202H,,All Day cases,, ,:,15,0,0,,10,0,0,
2019Q1,,S08000022,,H202H,,All Day cases,, ,:,15,0,0,,5,0,0,
2019Q2,,S08000022,,H202H,,All Day cases,, ,:,25,0,0,,20,0,0,
2019Q3,,S08000022,,H202H,,All Day cases,, ,:,25,0,0,,10,0,0,
2019Q4,,S08000022,,H202H,,All Day cases,, ,:,15,0,0,,5,0,0,
2020Q1,,S08000022,,H202H,,All Day cases,, ,:,10,0,0,,5,0,0,
2020Q2,,S08000022,,H202H,,All Day cases,, ,:,0,0, ,z,0,0, ,z
2020Q3,,S08000022,,H202H,,All Day cases,, ,:,5,0,0,,5,0,0,
2020Q4,,S08000022,,H202H,,All Day cases,, ,:,5,0,0,,0,0, ,z
2021Q1,,S08000022,,H202H,,All Day cases,, ,:,5,0,0,,0,0, ,z
2021Q2,,S08000022,,H202H,,All Day cases,, ,:,5,0,0,,0,0, ,z
2021Q3,p,S08000022,,H202H,,All Day cases,, ,:,20,0,0,,13,0,0,
2016Q3,,S08000032,,S08000032,d,All Day cases,,1,,3225,0,0,,3169,0,0,
2016Q4,,S08000032,,S08000032,d,All Day cases,,1,,3387,0,0,,3322,0,0,
2017Q1,,S08000032,,S08000032,d,All Day cases,,1,,3522,0,0,,3459,0,0,
2017Q2,,S08000032,,S08000032,d,All Day cases,,1,,3358,0,0,,3280,0,0,
2017Q3,,S08000032,,S08000032,d,All Day cases,,1,,3319,0,0,,3248,0,0,
2017Q4,,S08000032,,S08000032,d,All Day cases,,1,,3285,0,0,,3202,0,0,
2018Q1,,S08000032,,S08000032,d,All Day cases,,1,,3024,0,0,,2962,0,0,
2018Q2,,S08000032,,S08000032,d,All Day cases,,1,,3543,0,0,,3481,0,0,
2018Q3,,S08000032,,S08000032,d,All Day cases,,1,,3277,0,0,,3221,0,0,
2018Q4,,S08000032,,S08000032,d,All Day cases,,1,,3290,0,0,,3219,0,0,
2019Q1,,S08000032,,S08000032,d,All Day cases,,1,,3529,0,0,,3446,0,0,
2019Q2,,S08000032,,S08000032,d,All Day cases,,1,,3369,0,0,,3296,0,0,
2019Q3,,S08000032,,S08000032,d,All Day cases,,1,,3456,0,0,,3382,0,0,
2019Q4,,S08000032,,S08000032,d,All Day cases,,1,,3166,0,0,,3135,0,0,
2020Q1,,S08000032,,S08000032,d,All Day cases,,1,,2786,0,0,,2747,0,0,
2020Q2,,S08000032,,S08000032,d,All Day cases,,1,,354,0,0,,341,0,0,
2020Q3,,S08000032,,S08000032,d,All Day cases,,1,,1198,0,0,,1170,0,0,
2020Q4,,S08000032,,S08000032,d,All Day cases,,1,,1941,0,0,,1910,0,0,
2021Q1,,S08000032,,S08000032,d,All Day cases,,1,,1643,0,0,,1618,0,0,
2021Q2,,S08000032,,S08000032,d,All Day cases,,1,,2036,0,0,,2009,0,0,
2021Q3,p,S08000032,,S08000032,d,All Day cases,,1,,1873,0,0,,1845,0,0,
2016Q3,,S08000032,,S08000032,d,All Day cases,,2,,3554,0,0,,3485,0,0,
2016Q4,,S08000032,,S08000032,d,All Day cases,,2,,3604,0,0,,3547,0,0,
2017Q1,,S08000032,,S08000032,d,All Day cases,,2,,3442,0,0,,3370,0,0,
2017Q2,,S08000032,,S08000032,d,All Day cases,,2,,3312,0,0,,3245,0,0,
2017Q3,,S08000032,,S08000032,d,All Day cases,,2,,3325,0,0,,3252,0,0,
2017Q4,,S08000032,,S08000032,d,All Day cases,,2,,3298,0,0,,3230,0,0,
2018Q1,,S08000032,,S08000032,d,All Day cases,,2,,3158,0,0,,3089,0,0,
2018Q2,,S08000032,,S08000032,d,All Day cases,,2,,3430,0,0,,3377,0,0,
2018Q3,,S08000032,,S08000032,d,All Day cases,,2,,3282,0,0,,3217,0,0,
2018Q4,,S08000032,,S08000032,d,All Day cases,,2,,3327,0,0,,3274,0,0,
2019Q1,,S08000032,,S08000032,d,All Day cases,,2,,3626,0,0,,3551,0,0,
2019Q2,,S08000032,,S08000032,d,All Day cases,,2,,3452,0,0,,3390,0,0,
2019Q3,,S08000032,,S08000032,d,All Day cases,,2,,3484,0,0,,3421,0,0,
2019Q4,,S08000032,,S08000032,d,All Day cases,,2,,3359,0,0,,3309,0,0,
2020Q1,,S08000032,,S08000032,d,All Day cases,,2,,2915,0,0,,2882,0,0,
2020Q2,,S08000032,,S08000032,d,All Day cases,,2,,420,0,0,,404,0,0,
2020Q3,,S08000032,,S08000032,d,All Day cases,,2,,1239,0,0,,1213,0,0,
2020Q4,,S08000032,,S08000032,d,All Day cases,,2,,2052,0,0,,2019,0,0,
2021Q1,,S08000032,,S08000032,d,All Day cases,,2,,1812,0,0,,1789,0,0,
2021Q2,,S08000032,,S08000032,d,All Day cases,,2,,2284,0,0,,2253,0,0,
2021Q3,p,S08000032,,S08000032,d,All Day cases,,2,,2064,0,0,,2043,0,0,
2016Q3,,S08000032,,S08000032,d,All Day cases,,3,,2221,0,0,,2183,0,0,
2016Q4,,S08000032,,S08000032,d,All Day cases,,3,,2216,0,0,,2175,0,0,
2017Q1,,S08000032,,S08000032,d,All Day cases,,3,,2048,0,0,,2014,0,0,
2017Q2,,S08000032,,S08000032,d,All Day cases,,3,,2111,0,0,,2061,0,0,
2017Q3,,S08000032,,S08000032,d,All Day cases,,3,,1998,0,0,,1956,0,0,
2017Q4,,S08000032,,S08000032,d,All Day cases,,3,,1953,0,0,,1909,0,0,
2018Q1,,S08000032,,S08000032,d,All Day cases,,3,,1895,0,0,,1843,0,0,
2018Q2,,S08000032,,S08000032,d,All Day cases,,3,,2157,0,0,,2107,0,0,
2018Q3,,S08000032,,S08000032,d,All Day cases,,3,,2067,0,0,,2026,0,0,
2018Q4,,S08000032,,S08000032,d,All Day cases,,3,,2042,0,0,,2003,0,0,
2019Q1,,S08000032,,S08000032,d,All Day cases,,3,,2126,0,0,,2096,0,0,
2019Q2,,S08000032,,S08000032,d,All Day cases,,3,,2037,0,0,,1988,0,0,
2019Q3,,S08000032,,S08000032,d,All Day cases,,3,,2141,0,0,,2096,0,0,
2019Q4,,S08000032,,S08000032,d,All Day cases,,3,,2143,0,0,,2120,0,0,
2020Q1,,S08000032,,S08000032,d,All Day cases,,3,,1908,0,0,,1885,0,0,
2020Q2,,S08000032,,S08000032,d,All Day cases,,3,,308,0,0,,291,0,0,
2020Q3,,S08000032,,S08000032,d,All Day cases,,3,,876,0,0,,853,0,0,
2020Q4,,S08000032,,S08000032,d,All Day cases,,3,,1303,0,0,,1285,0,0,
2021Q1,,S08000032,,S08000032,d,All Day cases,,3,,1184,0,0,,1168,0,0,
2021Q2,,S08000032,,S08000032,d,All Day cases,,3,,1456,0,0,,1440,0,0,
2021Q3,p,S08000032,,S08000032,d,All Day cases,,3,,1211,0,0,,1196,0,0,
2016Q3,,S08000032,,S08000032,d,All Day cases,,4,,1645,0,0,,1622,0,0,
2016Q4,,S08000032,,S08000032,d,All Day cases,,4,,1744,0,0,,1727,0,0,
2017Q1,,S08000032,,S08000032,d,All Day cases,,4,,1808,0,0,,1766,0,0,
2017Q2,,S08000032,,S08000032,d,All Day cases,,4,,1863,0,0,,1827,0,0,
2017Q3,,S08000032,,S08000032,d,All Day cases,,4,,1787,0,0,,1761,0,0,
2017Q4,,S08000032,,S08000032,d,All Day cases,,4,,1687,0,0,,1659,0,0,
2018Q1,,S08000032,,S08000032,d,All Day cases,,4,,1621,0,0,,1591,0,0,
2018Q2,,S08000032,,S08000032,d,All Day cases,,4,,1807,0,0,,1775,0,0,
2018Q3,,S08000032,,S08000032,d,All Day cases,,4,,1791,0,0,,1761,0,0,
2018Q4,,S08000032,,S08000032,d,All Day cases,,4,,1759,0,0,,1722,0,0,
2019Q1,,S08000032,,S08000032,d,All Day cases,,4,,2105,0,0,,2068,0,0,
2019Q2,,S08000032,,S08000032,d,All Day cases,,4,,1879,0,0,,1841,0,0,
2019Q3,,S08000032,,S08000032,d,All Day cases,,4,,1782,0,0,,1752,0,0,
2019Q4,,S08000032,,S08000032,d,All Day cases,,4,,1858,0,0,,1833,0,0,
2020Q1,,S08000032,,S08000032,d,All Day cases,,4,,1593,0,0,,1574,0,0,
2020Q2,,S08000032,,S08000032,d,All Day cases,,4,,315,0,0,,308,0,0,
2020Q3,,S08000032,,S08000032,d,All Day cases,,4,,690,0,0,,676,0,0,
2020Q4,,S08000032,,S08000032,d,All Day cases,,4,,1204,0,0,,1190,0,0,
2021Q1,,S08000032,,S08000032,d,All Day cases,,4,,1065,0,0,,1054,0,0,
2021Q2,,S08000032,,S08000032,d,All Day cases,,4,,1423,0,0,,1409,0,0,
2021Q3,p,S08000032,,S08000032,d,All Day cases,,4,,1167,0,0,,1152,0,0,
2016Q3,,S08000032,,S08000032,d,All Day cases,,5,,1202,0,0,,1177,0,0,
2016Q4,,S08000032,,S08000032,d,All Day cases,,5,,1186,0,0,,1170,0,0,
2017Q1,,S08000032,,S08000032,d,All Day cases,,5,,1316,0,0,,1286,0,0,
2017Q2,,S08000032,,S08000032,d,All Day cases,,5,,1284,0,0,,1269,0,0,
2017Q3,,S08000032,,S08000032,d,All Day cases,,5,,1329,0,0,,1299,0,0,
2017Q4,,S08000032,,S08000032,d,All Day cases,,5,,1268,0,0,,1237,0,0,
2018Q1,,S08000032,,S08000032,d,All Day cases,,5,,1200,0,0,,1170,0,0,
2018Q2,,S08000032,,S08000032,d,All Day cases,,5,,1314,0,0,,1290,0,0,
2018Q3,,S08000032,,S08000032,d,All Day cases,,5,,1269,0,0,,1244,0,0,
2018Q4,,S08000032,,S08000032,d,All Day cases,,5,,1387,0,0,,1356,0,0,
2019Q1,,S08000032,,S08000032,d,All Day cases,,5,,1398,0,0,,1380,0,0,
2019Q2,,S08000032,,S08000032,d,All Day cases,,5,,1326,0,0,,1301,0,0,
2019Q3,,S08000032,,S08000032,d,All Day cases,,5,,1309,0,0,,1291,0,0,
2019Q4,,S08000032,,S08000032,d,All Day cases,,5,,1250,0,0,,1242,0,0,
2020Q1,,S08000032,,S08000032,d,All Day cases,,5,,1139,0,0,,1118,0,0,
2020Q2,,S08000032,,S08000032,d,All Day cases,,5,,145,0,0,,139,0,0,
2020Q3,,S08000032,,S08000032,d,All Day cases,,5,,421,0,0,,409,0,0,
